"SP","Y","mean_LA"
"Callitris endlicheri",1977,-29.88
"Callitris endlicheri",1979,-33.4560146666667
"Callitris endlicheri",1980,-37.0741675
"Callitris endlicheri",1981,-32.37
"Callitris endlicheri",1982,-34.7989
"Callitris endlicheri",1983,-36.350825
"Callitris endlicheri",1984,-34.1704855
"Callitris endlicheri",1985,-34.55
"Callitris endlicheri",1986,-36.03298
"Callitris endlicheri",1987,-35.2329366296296
"Callitris endlicheri",1988,-31.8028216
"Callitris endlicheri",1989,-31.5762275714286
"Callitris endlicheri",1990,-35.2603
"Callitris endlicheri",1991,-22.47092775
"Callitris endlicheri",1992,-34.82708
"Callitris endlicheri",1993,-34.4795074545455
"Callitris endlicheri",1994,-35.1820114444444
"Callitris endlicheri",1995,-27.5560141666667
"Callitris endlicheri",1996,-35.0848731666667
"Callitris endlicheri",1997,-34.2182435
"Callitris endlicheri",1998,-35.5032947826087
"Callitris endlicheri",1999,-27.213104
"Callitris endlicheri",2000,-32.93602775
"Callitris endlicheri",2001,-34.0920388888889
"Callitris endlicheri",2002,-34.3589775
"Callitris endlicheri",2003,-32.8365584
"Callitris endlicheri",2004,-36.285030625
"Callitris endlicheri",2005,-31.0214275
"Callitris endlicheri",2006,-27.9563936666667
"Callitris endlicheri",2007,-36.16283
"Callitris endlicheri",2008,-31.070205
"Callitris endlicheri",2009,-24.509522
"Callitris endlicheri",2010,-29.27803
"Callitris endlicheri",2011,-35.5733846153846
"Callitris endlicheri",2012,-35.765357952381
"Callitris endlicheri",2013,-30.90260925
"Callitris endlicheri",2014,-36.290375
"Callitris endlicheri",2016,-36.3615
"Callitris endlicheri",2017,-36.3344762944162
"Callitris endlicheri",2018,-32.83523
"Callitris endlicheri",2019,-32.540067
"Callitris rhomboidea",1972,-28.405
"Callitris rhomboidea",1973,-36.27
"Callitris rhomboidea",1975,-37.32917
"Callitris rhomboidea",1976,-37.1378013513513
"Callitris rhomboidea",1977,-37.205625
"Callitris rhomboidea",1978,-36.5169313043478
"Callitris rhomboidea",1979,-37.072098
"Callitris rhomboidea",1980,-37.2294114705882
"Callitris rhomboidea",1981,-33.079675
"Callitris rhomboidea",1982,-36.357408
"Callitris rhomboidea",1983,-37.0836125
"Callitris rhomboidea",1984,-36.42114
"Callitris rhomboidea",1985,-36.8539122222222
"Callitris rhomboidea",1986,-36.6677705
"Callitris rhomboidea",1987,-35.6843195454545
"Callitris rhomboidea",1988,-36.9775590909091
"Callitris rhomboidea",1989,-36.17875
"Callitris rhomboidea",1990,-36.270982
"Callitris rhomboidea",1991,-37.0193136842105
"Callitris rhomboidea",1992,-32.8689006
"Callitris rhomboidea",1993,-36.8586075
"Callitris rhomboidea",1994,-37.16
"Callitris rhomboidea",1995,-36.4704906122449
"Callitris rhomboidea",1996,-37.364008
"Callitris rhomboidea",1997,-36.9708972307692
"Callitris rhomboidea",1998,-37.0898758974359
"Callitris rhomboidea",1999,-36.2039219545455
"Callitris rhomboidea",2000,-36.7779718333333
"Callitris rhomboidea",2001,-36.74199
"Callitris rhomboidea",2002,-36.8219008333333
"Callitris rhomboidea",2003,-37.1548886666667
"Callitris rhomboidea",2004,-36.7766768909091
"Callitris rhomboidea",2005,-37.096929
"Callitris rhomboidea",2006,-37.0790633333333
"Callitris rhomboidea",2007,-35.7091446428571
"Callitris rhomboidea",2008,-36.9112605
"Callitris rhomboidea",2009,-36.6739056190476
"Callitris rhomboidea",2010,-36.9024738636364
"Callitris rhomboidea",2011,-37.0080858666667
"Callitris rhomboidea",2012,-36.9850584210526
"Callitris rhomboidea",2013,-36.3134159384615
"Callitris rhomboidea",2014,-37.0018575
"Callitris rhomboidea",2015,-33.99862
"Callitris rhomboidea",2016,-37.0120277894737
"Callitris rhomboidea",2017,-36.922998
"Callitris rhomboidea",2018,-36.9358359090909
"Chenopodium parabolicum",1973,-37.66556
"Chenopodium parabolicum",1978,-37.66556
"Chenopodium parabolicum",1979,-36.47448
"Chenopodium parabolicum",1980,-37.099054
"Chenopodium parabolicum",1982,-37.64078
"Chenopodium parabolicum",1984,-31.819295
"Chenopodium parabolicum",1985,-32.31425
"Chenopodium parabolicum",1986,-38.008165
"Chenopodium parabolicum",1987,-37.4057095
"Chenopodium parabolicum",1988,-38.16611
"Chenopodium parabolicum",1990,-37.66517
"Chenopodium parabolicum",1991,-32.6386495
"Chenopodium parabolicum",1992,-36.137954
"Chenopodium parabolicum",1993,-31.706745
"Chenopodium parabolicum",1994,-37.6888883333333
"Chenopodium parabolicum",1995,-37.9
"Chenopodium parabolicum",1996,-35.24241
"Chenopodium parabolicum",1997,-35.9759366666667
"Chenopodium parabolicum",1998,-37.6339584615385
"Chenopodium parabolicum",1999,-36.9231466666667
"Chenopodium parabolicum",2000,-37.66736
"Chenopodium parabolicum",2001,-37.0273133333333
"Chenopodium parabolicum",2002,-37.89957
"Chenopodium parabolicum",2003,-37.9305666666667
"Chenopodium parabolicum",2004,-30.897793
"Chenopodium parabolicum",2005,-37.9413828571429
"Chenopodium parabolicum",2006,-37.8739785
"Chenopodium parabolicum",2007,-37.3612862758621
"Chenopodium parabolicum",2008,-37.6657256603774
"Chenopodium parabolicum",2009,-35.9811885294118
"Chenopodium parabolicum",2010,-37.74341
"Chenopodium parabolicum",2011,-37.6003574485166
"Chenopodium parabolicum",2012,-36.7160701612903
"Chenopodium parabolicum",2013,-35.9227407692308
"Chenopodium parabolicum",2014,-36.8837428148148
"Chenopodium parabolicum",2015,-37.8489065217391
"Chenopodium parabolicum",2016,-37.6449969230769
"Chenopodium parabolicum",2017,-37.6487452
"Chenopodium parabolicum",2018,-37.64806625
"Chenopodium parabolicum",2019,-37.882475
"Chenopodium parabolicum",2020,-30.7441565
"Chenopodium spinescens",1972,-30.49437
"Chenopodium spinescens",1973,-27.95171
"Chenopodium spinescens",1974,-32.370366
"Chenopodium spinescens",1975,-32.3417233333333
"Chenopodium spinescens",1976,-32.08283
"Chenopodium spinescens",1977,-29.7609575
"Chenopodium spinescens",1979,-32.8333785714286
"Chenopodium spinescens",1980,-23.8
"Chenopodium spinescens",1982,-34.56106
"Chenopodium spinescens",1984,-24.156824
"Chenopodium spinescens",1985,-32.6068302
"Chenopodium spinescens",1986,-34.703160352518
"Chenopodium spinescens",1987,-34.92733108
"Chenopodium spinescens",1988,-32.012865
"Chenopodium spinescens",1989,-31.986665
"Chenopodium spinescens",1990,-25.155931
"Chenopodium spinescens",1991,-34.942612
"Chenopodium spinescens",1992,-23.09011
"Chenopodium spinescens",1993,-34.6662194615385
"Chenopodium spinescens",1994,-35.215129
"Chenopodium spinescens",1995,-34.6935537115385
"Chenopodium spinescens",1996,-33.5245872
"Chenopodium spinescens",1997,-34.4354013888889
"Chenopodium spinescens",1998,-34.520017
"Chenopodium spinescens",1999,-34.2509937564103
"Chenopodium spinescens",2000,-34.4401872093023
"Chenopodium spinescens",2001,-34.2801834941176
"Chenopodium spinescens",2002,-34.866436320197
"Chenopodium spinescens",2003,-34.9862001724138
"Chenopodium spinescens",2004,-34.0200316444444
"Chenopodium spinescens",2005,-35.579409
"Chenopodium spinescens",2006,-34.2677108208955
"Chenopodium spinescens",2007,-33.003446
"Chenopodium spinescens",2008,-32.3654919047619
"Chenopodium spinescens",2009,-33.993837875
"Chenopodium spinescens",2010,-31.0015671333333
"Chenopodium spinescens",2011,-34.7749010666667
"Chenopodium spinescens",2012,-35.0679955
"Chenopodium spinescens",2013,-34.1906866808511
"Chenopodium spinescens",2014,-33.8215811785714
"Chenopodium spinescens",2015,-32.9199645
"Chenopodium spinescens",2016,-33.9378629705882
"Chenopodium spinescens",2017,-34.4090135955056
"Chenopodium spinescens",2018,-35.1069015909091
"Chenopodium spinescens",2019,-34.5016626666667
"Chenopodium spinescens",2020,-34.711235
"Chrysocephalum apiculatum",1972,-30.392858625
"Chrysocephalum apiculatum",1973,-31.7444865
"Chrysocephalum apiculatum",1974,-27.0879229230769
"Chrysocephalum apiculatum",1975,-27.7060235
"Chrysocephalum apiculatum",1976,-30.43419975
"Chrysocephalum apiculatum",1977,-25.6545196
"Chrysocephalum apiculatum",1978,-28.6728628333333
"Chrysocephalum apiculatum",1979,-28.1244755555556
"Chrysocephalum apiculatum",1980,-29.8996949
"Chrysocephalum apiculatum",1981,-29.0147270714286
"Chrysocephalum apiculatum",1982,-28.8562666666667
"Chrysocephalum apiculatum",1983,-29.3179931
"Chrysocephalum apiculatum",1984,-31.303759625
"Chrysocephalum apiculatum",1985,-34.2683285714286
"Chrysocephalum apiculatum",1986,-30.120857
"Chrysocephalum apiculatum",1987,-22.5104156
"Chrysocephalum apiculatum",1988,-28.8434208
"Chrysocephalum apiculatum",1989,-29.6569705
"Chrysocephalum apiculatum",1990,-29.6571374814815
"Chrysocephalum apiculatum",1991,-28.1248514444444
"Chrysocephalum apiculatum",1992,-27.6883574444444
"Chrysocephalum apiculatum",1993,-27.4410071538462
"Chrysocephalum apiculatum",1994,-28.0801856
"Chrysocephalum apiculatum",1995,-30.6340579
"Chrysocephalum apiculatum",1996,-27.3888663333333
"Chrysocephalum apiculatum",1997,-28.9022395
"Chrysocephalum apiculatum",1998,-25.2319938181818
"Chrysocephalum apiculatum",1999,-29.4389605
"Chrysocephalum apiculatum",2000,-27.1420597
"Chrysocephalum apiculatum",2001,-24.963413
"Chrysocephalum apiculatum",2002,-30.1313565
"Chrysocephalum apiculatum",2003,-27.47018825
"Chrysocephalum apiculatum",2004,-26.5217478
"Chrysocephalum apiculatum",2005,-23.5655672
"Chrysocephalum apiculatum",2006,-27.943482
"Chrysocephalum apiculatum",2007,-29.3567
"Chrysocephalum apiculatum",2008,-23.4829986666667
"Chrysocephalum apiculatum",2009,-27.18439325
"Chrysocephalum apiculatum",2010,-25.5338641428571
"Chrysocephalum apiculatum",2011,-24.6194342
"Chrysocephalum apiculatum",2012,-26.8179924
"Chrysocephalum apiculatum",2013,-26.5273146
"Chrysocephalum apiculatum",2014,-25.8722624
"Chrysocephalum apiculatum",2015,-30.3926807857143
"Chrysocephalum apiculatum",2016,-31.4732825
"Chrysocephalum apiculatum",2017,-28.7653282
"Chrysocephalum apiculatum",2018,-34.10357475
"Chrysocephalum apiculatum",2019,-36.816583
"Chrysocephalum apiculatum",2020,-28.85267
"Cyanthillium cinereum",1972,-17.59429475
"Cyanthillium cinereum",1973,-24.9236411428571
"Cyanthillium cinereum",1974,-20.8492015
"Cyanthillium cinereum",1975,-22.1170902
"Cyanthillium cinereum",1976,-18.190133
"Cyanthillium cinereum",1977,-16.890133
"Cyanthillium cinereum",1979,-21.9178993333333
"Cyanthillium cinereum",1980,-20.5678866666667
"Cyanthillium cinereum",1981,-16.3119635
"Cyanthillium cinereum",1982,-12.990167
"Cyanthillium cinereum",1983,-21.7567686666667
"Cyanthillium cinereum",1985,-22.3046126666667
"Cyanthillium cinereum",1986,-20.9484305
"Cyanthillium cinereum",1987,-21.410941125
"Cyanthillium cinereum",1988,-21.43950025
"Cyanthillium cinereum",1989,-19.1866073333333
"Cyanthillium cinereum",1990,-19.27981
"Cyanthillium cinereum",1991,-19.2998658571429
"Cyanthillium cinereum",1992,-20.4060747272727
"Cyanthillium cinereum",1993,-18.6762515
"Cyanthillium cinereum",1994,-22.1328034285714
"Cyanthillium cinereum",1995,-19.9816865454545
"Cyanthillium cinereum",1996,-22.795488875
"Cyanthillium cinereum",1997,-23.6155744
"Cyanthillium cinereum",1998,-21.6413081875
"Cyanthillium cinereum",1999,-22.466701
"Cyanthillium cinereum",2000,-21.091158375
"Cyanthillium cinereum",2001,-21.515448
"Cyanthillium cinereum",2002,-19.6960667777778
"Cyanthillium cinereum",2003,-21.9665322222222
"Cyanthillium cinereum",2004,-21.0436943928571
"Cyanthillium cinereum",2005,-21.6239654285714
"Cyanthillium cinereum",2006,-19.6626741
"Cyanthillium cinereum",2007,-16.5802644
"Cyanthillium cinereum",2008,-19.3672735
"Cyanthillium cinereum",2009,-23.25258275
"Cyanthillium cinereum",2010,-19.9532831333333
"Cyanthillium cinereum",2011,-20.447450375
"Cyanthillium cinereum",2012,-17.7077318181818
"Cyanthillium cinereum",2013,-21.0475239333333
"Cyanthillium cinereum",2014,-17.6950813076923
"Cyanthillium cinereum",2015,-21.1016302
"Cyanthillium cinereum",2016,-19.4255428
"Cyanthillium cinereum",2017,-13.6513425
"Cyanthillium cinereum",2018,-13.583801
"Cyanthillium cinereum",2019,-14.3046
"Cyperus difformis",1972,-27.323425
"Cyperus difformis",1973,-30.94534
"Cyperus difformis",1974,-25.47465825
"Cyperus difformis",1975,-20.7270426666667
"Cyperus difformis",1976,-26.4105738333333
"Cyperus difformis",1977,-21.6093137272727
"Cyperus difformis",1978,-28.5463553
"Cyperus difformis",1979,-33.03511475
"Cyperus difformis",1980,-33.95
"Cyperus difformis",1981,-25.5143738461538
"Cyperus difformis",1982,-25.904211
"Cyperus difformis",1983,-18.87442075
"Cyperus difformis",1984,-27.9981714285714
"Cyperus difformis",1985,-29.61713875
"Cyperus difformis",1986,-26.1449368636364
"Cyperus difformis",1987,-22.25
"Cyperus difformis",1988,-24.81215025
"Cyperus difformis",1989,-22.4843678571429
"Cyperus difformis",1990,-24.2043391666667
"Cyperus difformis",1991,-20.1317403333333
"Cyperus difformis",1992,-33.7259752173913
"Cyperus difformis",1993,-33.7360171538462
"Cyperus difformis",1994,-31.11741575
"Cyperus difformis",1995,-28.0863398
"Cyperus difformis",1996,-30.562533
"Cyperus difformis",1997,-23.6003356
"Cyperus difformis",1998,-26.437696
"Cyperus difformis",1999,-28.4538555
"Cyperus difformis",2000,-28.013754
"Cyperus difformis",2001,-22.8349379375
"Cyperus difformis",2002,-18.5832075
"Cyperus difformis",2003,-25.1807651666667
"Cyperus difformis",2004,-23.408547875
"Cyperus difformis",2005,-25.85577975
"Cyperus difformis",2006,-21.070805
"Cyperus difformis",2007,-32.3716655
"Cyperus difformis",2008,-28.6230966666667
"Cyperus difformis",2009,-26.0290261428571
"Cyperus difformis",2010,-27.4766775
"Cyperus difformis",2011,-26.7562568181818
"Cyperus difformis",2012,-27.7487423076923
"Cyperus difformis",2013,-21.8910926
"Cyperus difformis",2014,-22.9341666
"Cyperus difformis",2015,-23.9052863
"Cyperus difformis",2016,-20.0141112
"Cyperus difformis",2017,-30.9675564375
"Cyperus difformis",2018,-30.9393976666667
"Cyperus difformis",2019,-32.5460043333333
"Dichanthium sericeum",1972,-29.4094443333333
"Dichanthium sericeum",1973,-23.2243141
"Dichanthium sericeum",1974,-29.1241765
"Dichanthium sericeum",1975,-23.4123070909091
"Dichanthium sericeum",1976,-26.7872127142857
"Dichanthium sericeum",1977,-23.3186725714286
"Dichanthium sericeum",1978,-29.2210324285714
"Dichanthium sericeum",1979,-27.8439838571429
"Dichanthium sericeum",1980,-35.5751342
"Dichanthium sericeum",1981,-30.9607795
"Dichanthium sericeum",1982,-29.2907725714286
"Dichanthium sericeum",1983,-17.8572943333333
"Dichanthium sericeum",1984,-37.79444
"Dichanthium sericeum",1985,-22.6198138333333
"Dichanthium sericeum",1986,-25.833887
"Dichanthium sericeum",1987,-27.4432536666667
"Dichanthium sericeum",1988,-22.31085525
"Dichanthium sericeum",1989,-26.8901597894737
"Dichanthium sericeum",1990,-23.7720736666667
"Dichanthium sericeum",1991,-28.5405386666667
"Dichanthium sericeum",1992,-26.2338657857143
"Dichanthium sericeum",1993,-30.0972950625
"Dichanthium sericeum",1994,-31.5293505
"Dichanthium sericeum",1995,-28.9801902105263
"Dichanthium sericeum",1996,-26.3653564285714
"Dichanthium sericeum",1997,-28.0966
"Dichanthium sericeum",1998,-25.6851791111111
"Dichanthium sericeum",1999,-28.3455769
"Dichanthium sericeum",2000,-24.9497545263158
"Dichanthium sericeum",2001,-28.1090040526316
"Dichanthium sericeum",2002,-21.0009412222222
"Dichanthium sericeum",2003,-20.9560936
"Dichanthium sericeum",2004,-24.322536125
"Dichanthium sericeum",2005,NA
"Dichanthium sericeum",2006,-27.2784893846154
"Dichanthium sericeum",2007,-27.4868762857143
"Dichanthium sericeum",2008,-33.5148256875
"Dichanthium sericeum",2009,-28.89178925
"Dichanthium sericeum",2010,-29.0609601034483
"Dichanthium sericeum",2011,-29.7231692692308
"Dichanthium sericeum",2012,-28.2951851923077
"Dichanthium sericeum",2013,-30.0120928
"Dichanthium sericeum",2014,-27.8926865
"Dichanthium sericeum",2015,-27.7572948888889
"Dichanthium sericeum",2016,-26.1733048823529
"Dichanthium sericeum",2017,-31.9441322
"Dichanthium sericeum",2018,-37.6816
"Dichanthium sericeum",2019,-37.74572
"Dichanthium sericeum",2020,-27.12915
"Diplachne fusca",1972,-27.06751725
"Diplachne fusca",1973,-31.304
"Diplachne fusca",1974,-19.425
"Diplachne fusca",1975,-19.8575505
"Diplachne fusca",1976,-27.9742295
"Diplachne fusca",1977,-25.6950748
"Diplachne fusca",1978,-22.491226
"Diplachne fusca",1979,-25.9117185
"Diplachne fusca",1980,-23.056765
"Diplachne fusca",1981,-12.406836
"Diplachne fusca",1983,-16.349231
"Diplachne fusca",1984,-34.2075310645161
"Diplachne fusca",1985,-34.9000822747253
"Diplachne fusca",1987,-28.255756
"Diplachne fusca",1988,-19.7484945
"Diplachne fusca",1990,-22.81345925
"Diplachne fusca",1991,-34.06518
"Diplachne fusca",1992,-26.7804918333333
"Diplachne fusca",1993,-23.639876875
"Diplachne fusca",1994,-24.6048355
"Diplachne fusca",1995,-27.0977146
"Diplachne fusca",1996,-27.0908936363636
"Diplachne fusca",1997,-23.8253922727273
"Diplachne fusca",1998,-25.6599682857143
"Diplachne fusca",1999,-21.06205475
"Diplachne fusca",2000,-24.8270894
"Diplachne fusca",2001,-23.6963875714286
"Diplachne fusca",2002,-23.24973
"Diplachne fusca",2003,-25.8115714
"Diplachne fusca",2004,-22.8389445
"Diplachne fusca",2005,NA
"Diplachne fusca",2006,-22.3619515
"Diplachne fusca",2007,-23.1356434285714
"Diplachne fusca",2008,-24.6999902857143
"Diplachne fusca",2009,-23.3681296666667
"Diplachne fusca",2010,-23.7479774
"Diplachne fusca",2011,-23.8663705833333
"Diplachne fusca",2012,-24.8171178
"Diplachne fusca",2013,-27.413641
"Diplachne fusca",2014,-20.26652775
"Diplachne fusca",2015,-24.647757
"Diplachne fusca",2016,-22.8162045
"Diplachne fusca",2017,-22.0994585
"Diplachne fusca",2021,-23.717
"Dodonaea procumbens",1975,-37.34852
"Dodonaea procumbens",1978,-37.401305
"Dodonaea procumbens",1980,-37.19699
"Dodonaea procumbens",1981,-37.06995
"Dodonaea procumbens",1983,-37.53187
"Dodonaea procumbens",1984,-37.21102
"Dodonaea procumbens",1985,-37.0152
"Dodonaea procumbens",1986,-37.08185
"Dodonaea procumbens",1988,-37.1655266666667
"Dodonaea procumbens",1990,-37.6206133333333
"Dodonaea procumbens",1991,-37.14574
"Dodonaea procumbens",1992,-36.9545356666667
"Dodonaea procumbens",1993,-36.058333
"Dodonaea procumbens",1995,-37.07278
"Dodonaea procumbens",1997,-37.04889
"Dodonaea procumbens",1998,-37.065
"Dodonaea procumbens",1999,-36.05
"Dodonaea procumbens",2000,-37.9117
"Dodonaea procumbens",2001,-37.6276355
"Dodonaea procumbens",2002,-37.666488
"Dodonaea procumbens",2003,-37.3359066666667
"Dodonaea procumbens",2004,-37.995855
"Dodonaea procumbens",2005,-37.115465
"Dodonaea procumbens",2006,-37.33685
"Dodonaea procumbens",2007,-37.18222
"Dodonaea procumbens",2008,-37.7794031578947
"Dodonaea procumbens",2009,-37.575442
"Dodonaea procumbens",2010,-37.574691627907
"Dodonaea procumbens",2011,-38.2130173356009
"Dodonaea procumbens",2012,-37.95792
"Dodonaea procumbens",2014,-37.4507136363636
"Dodonaea procumbens",2015,-37.25093125
"Dodonaea procumbens",2016,-37.8944433333333
"Dodonaea procumbens",2017,-37.6626445454545
"Dodonaea procumbens",2019,-37.0401845454545
"Dodonaea viscosa",1972,-22.76620375
"Dodonaea viscosa",1973,-28.8459235
"Dodonaea viscosa",1974,-26.4950417142857
"Dodonaea viscosa",1975,-30.1097922142857
"Dodonaea viscosa",1976,-31.6439795
"Dodonaea viscosa",1977,-28.2215987857143
"Dodonaea viscosa",1978,-30.1909678125
"Dodonaea viscosa",1979,-34.3925495555556
"Dodonaea viscosa",1980,-32.9882660555556
"Dodonaea viscosa",1981,-32.4513976578947
"Dodonaea viscosa",1982,-30.964693
"Dodonaea viscosa",1983,-33.4114292222222
"Dodonaea viscosa",1984,-33.8944941666667
"Dodonaea viscosa",1985,-33.56279888
"Dodonaea viscosa",1986,-34.1659141851852
"Dodonaea viscosa",1987,-32.4898608695652
"Dodonaea viscosa",1988,-30.1712538666667
"Dodonaea viscosa",1989,-27.8665609047619
"Dodonaea viscosa",1990,-34.1560704090909
"Dodonaea viscosa",1991,-33.6208752058824
"Dodonaea viscosa",1992,-30.705938
"Dodonaea viscosa",1993,-31.9354595
"Dodonaea viscosa",1994,-32.0846501578947
"Dodonaea viscosa",1995,-30.5947131904762
"Dodonaea viscosa",1996,-34.5571775
"Dodonaea viscosa",1997,-32.6833816315789
"Dodonaea viscosa",1998,-34.4616496896552
"Dodonaea viscosa",1999,-33.50115952
"Dodonaea viscosa",2000,-33.5409490701754
"Dodonaea viscosa",2001,-31.5311739655172
"Dodonaea viscosa",2002,-34.8272977878788
"Dodonaea viscosa",2003,-35.1072636666667
"Dodonaea viscosa",2004,-30.9924699
"Dodonaea viscosa",2005,-32.388507125
"Dodonaea viscosa",2006,-30.2032955294118
"Dodonaea viscosa",2007,-32.9107370869565
"Dodonaea viscosa",2008,-33.7041123695652
"Dodonaea viscosa",2009,-31.0809678235294
"Dodonaea viscosa",2010,-33.6522069259259
"Dodonaea viscosa",2011,-35.0360404047619
"Dodonaea viscosa",2012,-36.61818316
"Dodonaea viscosa",2013,-35.3716641521739
"Dodonaea viscosa",2014,-33.7776147692308
"Dodonaea viscosa",2015,-32.6929868636364
"Dodonaea viscosa",2016,-35.3848538333333
"Dodonaea viscosa",2017,-33.1087019230769
"Dodonaea viscosa",2018,-36.25009635
"Dodonaea viscosa",2019,-37.56707
"Dodonaea viscosa",2020,-32.34384875
"Dodonaea viscosa",2021,-38.356667
"Dysphania pumilio",1972,-35.1495
"Dysphania pumilio",1973,-37.228916
"Dysphania pumilio",1974,-36.891852
"Dysphania pumilio",1975,-38.31528
"Dysphania pumilio",1976,-37.728265
"Dysphania pumilio",1977,-34.2057342857143
"Dysphania pumilio",1978,-37.519445
"Dysphania pumilio",1979,-37.6625958333333
"Dysphania pumilio",1980,-37.1040908974359
"Dysphania pumilio",1981,-36.7574007692308
"Dysphania pumilio",1982,-37.11603
"Dysphania pumilio",1983,-33.0877043333333
"Dysphania pumilio",1984,-36.4233042857143
"Dysphania pumilio",1985,-36.0475
"Dysphania pumilio",1986,-35.7905902380952
"Dysphania pumilio",1987,-36.5761876923077
"Dysphania pumilio",1988,-36.8953254545455
"Dysphania pumilio",1989,-35.5070252142857
"Dysphania pumilio",1990,-36.874393125
"Dysphania pumilio",1991,-36.700324
"Dysphania pumilio",1992,-38.415478
"Dysphania pumilio",1993,-36.8784069230769
"Dysphania pumilio",1994,-37.44514
"Dysphania pumilio",1995,-34.9943140833333
"Dysphania pumilio",1996,-36.7308874705882
"Dysphania pumilio",1997,-37.1265733333333
"Dysphania pumilio",1998,-36.0760365
"Dysphania pumilio",1999,-34.1236874468085
"Dysphania pumilio",2000,-36.5178918181818
"Dysphania pumilio",2001,-35.9409660909091
"Dysphania pumilio",2002,-35.734429125
"Dysphania pumilio",2003,-36.7821829166667
"Dysphania pumilio",2004,-36.591762
"Dysphania pumilio",2005,-37.53397375
"Dysphania pumilio",2006,-35.4166989166667
"Dysphania pumilio",2007,-36.6361218181818
"Dysphania pumilio",2008,-37.40367
"Dysphania pumilio",2009,-36.524757575
"Dysphania pumilio",2010,-37.6071388135593
"Dysphania pumilio",2011,-37.0342612386364
"Dysphania pumilio",2012,-36.8482363414634
"Dysphania pumilio",2013,-35.5663915555556
"Dysphania pumilio",2014,-36.08346
"Dysphania pumilio",2015,-35.3018254444444
"Dysphania pumilio",2016,-34.8355346046512
"Dysphania pumilio",2017,-34.72501725
"Dysphania pumilio",2018,-35.9761783333333
"Dysphania pumilio",2019,-35.3176425
"Dysphania pumilio",2020,-37.77998
"Eclipta platyglossa",1972,-28.3556666666667
"Eclipta platyglossa",1973,-30.755
"Eclipta platyglossa",1974,-32.7733333333333
"Eclipta platyglossa",1975,-34.18
"Eclipta platyglossa",1977,-33.2923366666667
"Eclipta platyglossa",1978,-30.955
"Eclipta platyglossa",1979,-35.815145
"Eclipta platyglossa",1980,-36.9
"Eclipta platyglossa",1981,-34.1109863333333
"Eclipta platyglossa",1982,-28.686226
"Eclipta platyglossa",1983,-24.492271
"Eclipta platyglossa",1984,-36.21063
"Eclipta platyglossa",1985,-35.886821
"Eclipta platyglossa",1986,-35.1103212280702
"Eclipta platyglossa",1987,-35.8427954166667
"Eclipta platyglossa",1988,-36.09986
"Eclipta platyglossa",1990,-34.5376953333333
"Eclipta platyglossa",1991,-35.800196375
"Eclipta platyglossa",1992,-28.7755038
"Eclipta platyglossa",1993,-34.5290684
"Eclipta platyglossa",1994,-35.3410921666667
"Eclipta platyglossa",1995,-35.7275210227273
"Eclipta platyglossa",1996,-33.1838355263158
"Eclipta platyglossa",1997,-32.2250577777778
"Eclipta platyglossa",1998,-34.8173416666667
"Eclipta platyglossa",1999,-33.3579718181818
"Eclipta platyglossa",2000,-29.7400833846154
"Eclipta platyglossa",2001,-27.19158925
"Eclipta platyglossa",2002,-31.8512479473684
"Eclipta platyglossa",2003,-36.01528
"Eclipta platyglossa",2004,-28.5678671666667
"Eclipta platyglossa",2005,-26.853133
"Eclipta platyglossa",2006,-31.1750335
"Eclipta platyglossa",2007,-32.8543846666667
"Eclipta platyglossa",2008,-27.5372546666667
"Eclipta platyglossa",2009,-31.1145684285714
"Eclipta platyglossa",2010,-29.4942615714286
"Eclipta platyglossa",2011,-34.213158755102
"Eclipta platyglossa",2012,-32.6507492571429
"Eclipta platyglossa",2013,-33.8767858181818
"Eclipta platyglossa",2014,-22.874539
"Eclipta platyglossa",2015,-34.7418941666667
"Eclipta platyglossa",2016,-29.98824
"Eclipta platyglossa",2017,-34.9623576470588
"Eclipta platyglossa",2018,-33.7378953333333
"Eclipta platyglossa",2019,-34.6760566666667
"Eucalyptus botryoides",1972,-37.84833
"Eucalyptus botryoides",1974,-37.8818
"Eucalyptus botryoides",1976,-37.7064575
"Eucalyptus botryoides",1977,-37.4154677777778
"Eucalyptus botryoides",1978,-37.893471
"Eucalyptus botryoides",1979,-37.7183193846154
"Eucalyptus botryoides",1980,-37.6639470731707
"Eucalyptus botryoides",1981,-38.1572035714286
"Eucalyptus botryoides",1982,-38.1728733333333
"Eucalyptus botryoides",1983,-37.74896
"Eucalyptus botryoides",1984,-37.698615
"Eucalyptus botryoides",1985,-37.6145766666667
"Eucalyptus botryoides",1986,-37.6725442857143
"Eucalyptus botryoides",1987,-37.4007133333333
"Eucalyptus botryoides",1988,-37.6864448314607
"Eucalyptus botryoides",1989,-37.6473505263158
"Eucalyptus botryoides",1990,-37.7556111428571
"Eucalyptus botryoides",1991,-37.6117748387097
"Eucalyptus botryoides",1992,-37.7625751470588
"Eucalyptus botryoides",1993,-37.7154769230769
"Eucalyptus botryoides",1994,-37.63948375
"Eucalyptus botryoides",1995,-37.7345593103448
"Eucalyptus botryoides",1996,-37.9412805555556
"Eucalyptus botryoides",1997,-37.64
"Eucalyptus botryoides",1998,-37.880575
"Eucalyptus botryoides",1999,-37.7812618181818
"Eucalyptus botryoides",2000,-37.5052178571429
"Eucalyptus botryoides",2001,-37.7489853623188
"Eucalyptus botryoides",2002,-37.9782075
