"SP","Y","mean_LA"
"Eucalyptus botryoides",2003,-38.0037675
"Eucalyptus botryoides",2004,-38.00690875
"Eucalyptus botryoides",2005,-37.9019482352941
"Eucalyptus botryoides",2006,-37.90613
"Eucalyptus botryoides",2007,-37.9820575
"Eucalyptus botryoides",2008,-37.6956747368421
"Eucalyptus botryoides",2009,-37.7584327906977
"Eucalyptus botryoides",2010,-37.8202098148148
"Eucalyptus botryoides",2011,-37.7151197701149
"Eucalyptus botryoides",2012,-37.8247380645161
"Eucalyptus botryoides",2013,-38.153624
"Eucalyptus botryoides",2014,-37.695033
"Eucalyptus botryoides",2015,-37.8316227777778
"Eucalyptus botryoides",2016,-37.7708138461538
"Eucalyptus botryoides",2017,-37.7807578787879
"Eucalyptus botryoides",2018,-37.9569764516129
"Eucalyptus botryoides",2019,-37.7887966666667
"Eucalyptus botryoides",2020,-38.050205
"Eucalyptus camaldulensis",1972,-18.34261275
"Eucalyptus camaldulensis",1973,-19.425
"Eucalyptus camaldulensis",1974,-21.6489783333333
"Eucalyptus camaldulensis",1975,-21.0295190909091
"Eucalyptus camaldulensis",1976,-19.556389
"Eucalyptus camaldulensis",1977,-24.6361027272727
"Eucalyptus camaldulensis",1978,-26.1333
"Eucalyptus camaldulensis",1979,-33.975
"Eucalyptus camaldulensis",1980,-13.5784075
"Eucalyptus camaldulensis",1981,-18.1295503333333
"Eucalyptus camaldulensis",1983,-23.6223076666667
"Eucalyptus camaldulensis",1984,-22.448357
"Eucalyptus camaldulensis",1985,-24.5872685
"Eucalyptus camaldulensis",1986,-25.6110405
"Eucalyptus camaldulensis",1987,-22.2022573333333
"Eucalyptus camaldulensis",1988,-25.2066666666667
"Eucalyptus camaldulensis",1989,-25.8222658
"Eucalyptus camaldulensis",1990,-22.719746
"Eucalyptus camaldulensis",1991,-18.4889796666667
"Eucalyptus camaldulensis",1992,-26.431361
"Eucalyptus camaldulensis",1993,-29.4460986176471
"Eucalyptus camaldulensis",1994,-24.5739069756098
"Eucalyptus camaldulensis",1995,-24.280814125
"Eucalyptus camaldulensis",1996,-26.1854591666667
"Eucalyptus camaldulensis",1997,-23.883269
"Eucalyptus camaldulensis",1998,-24.52995525
"Eucalyptus camaldulensis",1999,-24.311424125
"Eucalyptus camaldulensis",2000,NA
"Eucalyptus camaldulensis",2001,-21.9946579166667
"Eucalyptus camaldulensis",2002,NA
"Eucalyptus camaldulensis",2003,-23.6253152352941
"Eucalyptus camaldulensis",2004,-19.2461666363636
"Eucalyptus camaldulensis",2005,-20.60194725
"Eucalyptus camaldulensis",2006,-18.5397363
"Eucalyptus camaldulensis",2007,-21.028538
"Eucalyptus camaldulensis",2008,-28.2957955384615
"Eucalyptus camaldulensis",2009,-25.08715075
"Eucalyptus camaldulensis",2010,-22.87176825
"Eucalyptus camaldulensis",2011,-27.0511345
"Eucalyptus camaldulensis",2012,-20.7207858
"Eucalyptus camaldulensis",2013,-25.2846841818182
"Eucalyptus camaldulensis",2014,-26.7654761428571
"Eucalyptus camaldulensis",2015,-18.6877084444444
"Eucalyptus camaldulensis",2016,-23.8458346363636
"Eucalyptus camaldulensis",2018,-22.6714426666667
"Eucalyptus camaldulensis",2019,-14.351585
"Eucalyptus camaldulensis",2020,-25.2126073333333
"Eucalyptus camaldulensis",2021,-17.97452
"Eucalyptus crebra",1972,-20.1091626956522
"Eucalyptus crebra",1973,-21.0460266842105
"Eucalyptus crebra",1974,-24.3893454705882
"Eucalyptus crebra",1975,-25.47599334
"Eucalyptus crebra",1976,-24.0809512156863
"Eucalyptus crebra",1977,-25.8915773461538
"Eucalyptus crebra",1978,-32.65
"Eucalyptus crebra",1979,-23.5200153333333
"Eucalyptus crebra",1980,-15.398823
"Eucalyptus crebra",1981,-22.5502313076923
"Eucalyptus crebra",1982,-24.4160266829268
"Eucalyptus crebra",1983,-23.2810978181818
"Eucalyptus crebra",1984,-20.9212740740741
"Eucalyptus crebra",1985,-21.8642727272727
"Eucalyptus crebra",1986,-23.3031971764706
"Eucalyptus crebra",1987,-26.54048325
"Eucalyptus crebra",1988,-25.9360456
"Eucalyptus crebra",1989,-21.2158830952381
"Eucalyptus crebra",1990,-22.160643047619
"Eucalyptus crebra",1991,-21.1846315142857
"Eucalyptus crebra",1992,-22.3213368571429
"Eucalyptus crebra",1993,-22.8811074615385
"Eucalyptus crebra",1994,-24.0608275
"Eucalyptus crebra",1995,-22.5029059473684
"Eucalyptus crebra",1996,-26.0473669375
"Eucalyptus crebra",1997,-25.4297435
"Eucalyptus crebra",1998,-22.89293653125
"Eucalyptus crebra",1999,-25.9107233684211
"Eucalyptus crebra",2000,-22.7709942765957
"Eucalyptus crebra",2001,-21.7013239285714
"Eucalyptus crebra",2002,-24.6369382307692
"Eucalyptus crebra",2003,-20.3051083333333
"Eucalyptus crebra",2004,-18.5098611666667
"Eucalyptus crebra",2005,-23.6659891111111
"Eucalyptus crebra",2006,-24.36394
"Eucalyptus crebra",2007,-16.330094
"Eucalyptus crebra",2008,-17.148079
"Eucalyptus crebra",2009,-18.370594
"Eucalyptus crebra",2010,-21.364167
"Eucalyptus crebra",2011,-23.413863
"Eucalyptus crebra",2012,-22.3065555
"Eucalyptus crebra",2014,-24.803333
"Eucalyptus crebra",2015,-18.992778
"Eucalyptus crebra",2016,-21.723
"Eucalyptus globulus",1972,-38.2560166666667
"Eucalyptus globulus",1973,-38.2710935294118
"Eucalyptus globulus",1974,-37.9751383333333
"Eucalyptus globulus",1976,-37.2087875
"Eucalyptus globulus",1977,-36.87
"Eucalyptus globulus",1978,-38.3756728571429
"Eucalyptus globulus",1979,-37.620305
"Eucalyptus globulus",1980,-37.5302260248447
"Eucalyptus globulus",1981,-37.9143755
"Eucalyptus globulus",1982,-38.4833768421053
"Eucalyptus globulus",1983,-38.0495690625
"Eucalyptus globulus",1984,-37.3088887878788
"Eucalyptus globulus",1985,-37.6195141666667
"Eucalyptus globulus",1986,-37.7947860869565
"Eucalyptus globulus",1987,-36.6660872340425
"Eucalyptus globulus",1988,-38.3880440816326
"Eucalyptus globulus",1989,-37.9729133333333
"Eucalyptus globulus",1990,-37.4174083333333
"Eucalyptus globulus",1991,-37.3737275
"Eucalyptus globulus",1992,-37.583235
"Eucalyptus globulus",1993,-37.8635153846154
"Eucalyptus globulus",1994,-37.2494531578947
"Eucalyptus globulus",1995,-37.9152185714286
"Eucalyptus globulus",1996,-38.3685563636364
"Eucalyptus globulus",1997,-38.4270928813559
"Eucalyptus globulus",1998,-37.8228171428571
"Eucalyptus globulus",1999,-38.439385
"Eucalyptus globulus",2000,-38.1015491666667
"Eucalyptus globulus",2001,-38.29912
"Eucalyptus globulus",2002,-38.3291736585366
"Eucalyptus globulus",2003,-38.39030875
"Eucalyptus globulus",2004,-37.634325
"Eucalyptus globulus",2005,-37.3100381818182
"Eucalyptus globulus",2006,-38.1866884375
"Eucalyptus globulus",2007,-38.2175548571429
"Eucalyptus globulus",2008,-38.0588946774194
"Eucalyptus globulus",2009,-38.5692062820513
"Eucalyptus globulus",2010,-38.0689368181818
"Eucalyptus globulus",2011,-37.5970778571429
"Eucalyptus globulus",2012,-38.2971117406143
"Eucalyptus globulus",2013,-38.4005245454545
"Eucalyptus globulus",2014,-37.7985238571429
"Eucalyptus globulus",2015,-37.8178870229008
"Eucalyptus globulus",2016,-37.9536407692308
"Eucalyptus globulus",2017,-37.2862365217391
"Eucalyptus globulus",2018,-38.2166423529412
"Eucalyptus globulus",2019,-38.34967
"Eucalyptus globulus",2020,-38.25087
"Eucalyptus leucoxylon",1973,-37.66556
"Eucalyptus leucoxylon",1974,-35.9
"Eucalyptus leucoxylon",1975,-36.5186122222222
"Eucalyptus leucoxylon",1976,-33.28
"Eucalyptus leucoxylon",1977,-37.306222
"Eucalyptus leucoxylon",1978,-36.9787384615385
"Eucalyptus leucoxylon",1979,-36.8306457142857
"Eucalyptus leucoxylon",1980,-37.2664966197183
"Eucalyptus leucoxylon",1981,-36.8332184615385
"Eucalyptus leucoxylon",1982,-37.1039733333333
"Eucalyptus leucoxylon",1983,-36.042797
"Eucalyptus leucoxylon",1984,-36.2885969230769
"Eucalyptus leucoxylon",1985,-35.7901442857143
"Eucalyptus leucoxylon",1986,-35.6604413636364
"Eucalyptus leucoxylon",1987,-36.7452011284404
"Eucalyptus leucoxylon",1988,-36.9303721153846
"Eucalyptus leucoxylon",1989,-36.2168177777778
"Eucalyptus leucoxylon",1990,-36.7995387058824
"Eucalyptus leucoxylon",1991,-36.8529588059701
"Eucalyptus leucoxylon",1992,-36.9538342391304
"Eucalyptus leucoxylon",1993,-36.2701772463768
"Eucalyptus leucoxylon",1994,-36.9063092857143
"Eucalyptus leucoxylon",1995,-36.8963800821918
"Eucalyptus leucoxylon",1996,-36.7882746153846
"Eucalyptus leucoxylon",1997,-36.9201758333333
"Eucalyptus leucoxylon",1998,-37.011381047619
"Eucalyptus leucoxylon",1999,-37.034148372093
"Eucalyptus leucoxylon",2000,-36.841767254902
"Eucalyptus leucoxylon",2001,-36.8840299333333
"Eucalyptus leucoxylon",2002,-36.5741782295082
"Eucalyptus leucoxylon",2003,-37.1113888888889
"Eucalyptus leucoxylon",2004,-37.2905431578947
"Eucalyptus leucoxylon",2005,-36.9216425
"Eucalyptus leucoxylon",2006,-37.389308627451
"Eucalyptus leucoxylon",2007,-37.4538221518987
"Eucalyptus leucoxylon",2008,-37.3164825
"Eucalyptus leucoxylon",2009,-37.2979485185185
"Eucalyptus leucoxylon",2010,-37.5224984615385
"Eucalyptus leucoxylon",2011,-37.1891870121951
"Eucalyptus leucoxylon",2012,-37.0527913513514
"Eucalyptus leucoxylon",2013,-37.2904433333333
"Eucalyptus leucoxylon",2014,-37.3561153731343
"Eucalyptus leucoxylon",2015,-37.7254396610169
"Eucalyptus leucoxylon",2016,-37.5464596666667
"Eucalyptus leucoxylon",2017,-37.4288046268657
"Eucalyptus leucoxylon",2018,-37.5737351282051
"Eucalyptus leucoxylon",2019,-36.9241432
"Eucalyptus leucoxylon",2020,-37.32834
"Eucalyptus viridis",1973,-28.456749
"Eucalyptus viridis",1974,-29.16918725
"Eucalyptus viridis",1975,-35.84804
"Eucalyptus viridis",1976,-33.5228266666667
"Eucalyptus viridis",1977,-29.6367105
"Eucalyptus viridis",1978,-31.55
"Eucalyptus viridis",1979,-35.5350816666667
"Eucalyptus viridis",1980,-36.6413316666667
"Eucalyptus viridis",1981,-36.5387225
"Eucalyptus viridis",1982,-33.8054275
"Eucalyptus viridis",1983,-30.735
"Eucalyptus viridis",1984,-29.4883485
"Eucalyptus viridis",1985,-35.0584766666667
"Eucalyptus viridis",1986,-34.446186
"Eucalyptus viridis",1987,-36.4310963414634
"Eucalyptus viridis",1988,-28.47
"Eucalyptus viridis",1989,-32.529714
"Eucalyptus viridis",1990,-35.8490302432432
"Eucalyptus viridis",1991,-35.5956741818182
"Eucalyptus viridis",1992,-31.3877428571429
"Eucalyptus viridis",1993,-35.0408668181818
"Eucalyptus viridis",1994,-28.47826475
"Eucalyptus viridis",1995,-34.9322743235294
"Eucalyptus viridis",1996,-34.3213422727273
"Eucalyptus viridis",1997,-30.3811
"Eucalyptus viridis",1999,-32.3194303333333
"Eucalyptus viridis",2000,-34.76427
"Eucalyptus viridis",2001,-36.7082827272727
"Eucalyptus viridis",2002,-36.2107957142857
"Eucalyptus viridis",2003,-36.564605
"Eucalyptus viridis",2004,-36.57666875
"Eucalyptus viridis",2005,-33.3779425
"Eucalyptus viridis",2006,-34.5749725
"Eucalyptus viridis",2007,-36.2504789166667
"Eucalyptus viridis",2008,-36.29889
"Eucalyptus viridis",2009,-36.6053570588235
"Eucalyptus viridis",2010,-31.997589
"Eucalyptus viridis",2011,-35.8227764666667
"Eucalyptus viridis",2012,-36.5118555555556
"Eucalyptus viridis",2013,-36.5855084615385
"Eucalyptus viridis",2014,-36.4502333333333
"Eucalyptus viridis",2015,-32.649228
"Eucalyptus viridis",2017,-36.78621
"Euphorbia drummondii",1972,-35.61516
"Euphorbia drummondii",1973,-36.6994166666667
"Euphorbia drummondii",1974,-35.81546
"Euphorbia drummondii",1976,-26.4734435
"Euphorbia drummondii",1977,-32.475573
"Euphorbia drummondii",1978,-35.380428
"Euphorbia drummondii",1979,-36.6702728571429
"Euphorbia drummondii",1980,-36.8809615384615
"Euphorbia drummondii",1981,-36.275829
"Euphorbia drummondii",1982,-35.974145
"Euphorbia drummondii",1983,-34.6421242105263
"Euphorbia drummondii",1984,-33.7956255833333
"Euphorbia drummondii",1985,-35.1198287878788
"Euphorbia drummondii",1986,-35.1516553508772
"Euphorbia drummondii",1987,-35.9308364383562
"Euphorbia drummondii",1988,-37.043656
"Euphorbia drummondii",1989,-33.7564924444444
"Euphorbia drummondii",1990,-36.9150933333333
"Euphorbia drummondii",1991,-35.568373609375
"Euphorbia drummondii",1992,-35.7135859347826
"Euphorbia drummondii",1993,-35.9982828571429
"Euphorbia drummondii",1994,-36.1541406976744
"Euphorbia drummondii",1995,-36.052947704918
"Euphorbia drummondii",1996,-35.4381810769231
"Euphorbia drummondii",1997,-35.11710722
"Euphorbia drummondii",1998,-35.7718442209302
"Euphorbia drummondii",1999,-35.2920791111111
"Euphorbia drummondii",2000,-33.5718602794118
"Euphorbia drummondii",2001,-34.7065396666667
"Euphorbia drummondii",2002,-34.6424243958333
"Euphorbia drummondii",2003,-35.3445655102041
"Euphorbia drummondii",2004,-35.1322182564103
"Euphorbia drummondii",2005,-36.0049022413793
"Euphorbia drummondii",2006,-36.3352490952381
"Euphorbia drummondii",2007,-35.9241133333333
"Euphorbia drummondii",2008,-37.3965778309859
"Euphorbia drummondii",2009,-36.4563041486486
"Euphorbia drummondii",2010,-36.7019450930233
"Euphorbia drummondii",2011,-35.6987515877863
"Euphorbia drummondii",2012,-35.0512683010033
"Euphorbia drummondii",2013,-34.1128078076923
"Euphorbia drummondii",2014,-32.2743118666667
"Euphorbia drummondii",2015,-34.335655173913
"Euphorbia drummondii",2016,-33.4422674444444
"Euphorbia drummondii",2017,-35.6704016666667
"Euphorbia drummondii",2018,-35.1496908333333
"Euphorbia drummondii",2019,-36.55601
"Euphorbia drummondii",2021,-23.3623
"Evolvulus alsinoides",1972,-24.255
"Evolvulus alsinoides",1973,-14.675
"Evolvulus alsinoides",1974,-16.0817126666667
"Evolvulus alsinoides",1975,-22.675096
"Evolvulus alsinoides",1976,-25.0542535
"Evolvulus alsinoides",1977,-23.6734236666667
"Evolvulus alsinoides",1978,-21.8034343333333
"Evolvulus alsinoides",1980,-16.8734695714286
"Evolvulus alsinoides",1981,-24.2134128888889
"Evolvulus alsinoides",1982,-19.277879
"Evolvulus alsinoides",1983,-20.1793483076923
"Evolvulus alsinoides",1984,-22.821744
"Evolvulus alsinoides",1985,-26.373403
"Evolvulus alsinoides",1986,-31.3
"Evolvulus alsinoides",1987,-21.9150935
"Evolvulus alsinoides",1988,-24.2678691666667
"Evolvulus alsinoides",1989,-22.7167566666667
"Evolvulus alsinoides",1990,-18.720152
"Evolvulus alsinoides",1991,-22.2235625
"Evolvulus alsinoides",1992,-17.9655004615385
"Evolvulus alsinoides",1993,-16.844674
"Evolvulus alsinoides",1994,-20.4610666
"Evolvulus alsinoides",1995,-22.5720951333333
"Evolvulus alsinoides",1996,-21.1134974
"Evolvulus alsinoides",1997,-22.7588568181818
"Evolvulus alsinoides",1998,-23.2790905555556
"Evolvulus alsinoides",1999,-22.0522212857143
"Evolvulus alsinoides",2000,-22.507745
"Evolvulus alsinoides",2001,-22.62578825
"Evolvulus alsinoides",2002,-22.288473
"Evolvulus alsinoides",2003,-15.5383008571429
"Evolvulus alsinoides",2004,-20.7778897222222
"Evolvulus alsinoides",2005,-22.059219
"Evolvulus alsinoides",2006,-18.828852375
"Evolvulus alsinoides",2007,-19.1404027
"Evolvulus alsinoides",2008,-19.35898
"Evolvulus alsinoides",2009,-20.92105125
"Evolvulus alsinoides",2010,-20.7300433076923
"Evolvulus alsinoides",2011,-19.7050891111111
"Evolvulus alsinoides",2012,-18.2862374444444
"Evolvulus alsinoides",2013,-21.237593
"Evolvulus alsinoides",2014,-20.9391000526316
"Evolvulus alsinoides",2015,-22.1304704615385
"Evolvulus alsinoides",2016,-20.8680352352941
"Evolvulus alsinoides",2017,-15.258291
"Evolvulus alsinoides",2019,-19.9434596666667
"Evolvulus alsinoides",2020,-14.68469
"Evolvulus alsinoides",2021,-20.388232
"Fimbristylis dichotoma",1972,-27.6097026
"Fimbristylis dichotoma",1973,-26.2600473333333
"Fimbristylis dichotoma",1974,-22.2933832
"Fimbristylis dichotoma",1975,-19.226179875
"Fimbristylis dichotoma",1976,-28.4393170714286
"Fimbristylis dichotoma",1977,-21.7561633333333
"Fimbristylis dichotoma",1978,-22.2421568181818
"Fimbristylis dichotoma",1979,-35.975
"Fimbristylis dichotoma",1980,-18.5838497
"Fimbristylis dichotoma",1981,-25.5956032432432
"Fimbristylis dichotoma",1982,-26.2666666666667
"Fimbristylis dichotoma",1983,-20.6416996086957
"Fimbristylis dichotoma",1984,-26.3144615
"Fimbristylis dichotoma",1985,-24.4403852222222
"Fimbristylis dichotoma",1986,-21.5728889047619
"Fimbristylis dichotoma",1987,-19.4662815454545
"Fimbristylis dichotoma",1988,-21.2425665714286
"Fimbristylis dichotoma",1989,-22.6077274
"Fimbristylis dichotoma",1990,-16.3317548333333
"Fimbristylis dichotoma",1991,-18.6178565555556
"Fimbristylis dichotoma",1992,-18.9189881621622
"Fimbristylis dichotoma",1993,-20.9948319375
"Fimbristylis dichotoma",1994,-19.5314166
"Fimbristylis dichotoma",1995,-24.5908138571429
"Fimbristylis dichotoma",1996,-22.868373375
"Fimbristylis dichotoma",1997,-28.7124251818182
"Fimbristylis dichotoma",1998,-24.4564895555556
"Fimbristylis dichotoma",1999,-24.0139056
"Fimbristylis dichotoma",2000,-22.5707053076923
"Fimbristylis dichotoma",2001,-21.4407726333333
"Fimbristylis dichotoma",2002,-19.6921468636364
"Fimbristylis dichotoma",2003,-19.5680068
"Fimbristylis dichotoma",2004,-22.5742756666667
"Fimbristylis dichotoma",2005,-20.1805334137931
"Fimbristylis dichotoma",2006,-20.2537593181818
"Fimbristylis dichotoma",2007,-21.8562630714286
"Fimbristylis dichotoma",2008,-23.2521806842105
"Fimbristylis dichotoma",2009,-17.8351986875
"Fimbristylis dichotoma",2010,-20.0477508709677
"Fimbristylis dichotoma",2011,-22.3718194347826
"Fimbristylis dichotoma",2012,-18.5792697391304
"Fimbristylis dichotoma",2013,-22.7361006875
"Fimbristylis dichotoma",2014,-18.8344995625
"Fimbristylis dichotoma",2015,-23.2152312307692
"Fimbristylis dichotoma",2016,-21.8092533
"Fimbristylis dichotoma",2017,-15.781044125
"Fimbristylis dichotoma",2018,-20.946504
"Fimbristylis dichotoma",2019,-13.6178745
"Grevillea rosmarinifolia",1972,-34.5770333333333
"Grevillea rosmarinifolia",1973,-36.8153742857143
"Grevillea rosmarinifolia",1974,-37.9485
"Grevillea rosmarinifolia",1976,-35.20538
"Grevillea rosmarinifolia",1977,-33.89515
"Grevillea rosmarinifolia",1978,-37.1075
"Grevillea rosmarinifolia",1979,-37.3419325
"Grevillea rosmarinifolia",1980,-36.9720228571429
"Grevillea rosmarinifolia",1981,-35.9614492857143
"Grevillea rosmarinifolia",1982,-37.661092
"Grevillea rosmarinifolia",1984,-37.74098
"Grevillea rosmarinifolia",1985,-35.24509
"Grevillea rosmarinifolia",1986,-37.16664
"Grevillea rosmarinifolia",1987,-36.732795625
"Grevillea rosmarinifolia",1988,-35.7278
"Grevillea rosmarinifolia",1989,-37.73311
"Grevillea rosmarinifolia",1991,-36.455446
"Grevillea rosmarinifolia",1992,-37.624969
"Grevillea rosmarinifolia",1993,-36.630615
"Grevillea rosmarinifolia",1994,-34.573464
"Grevillea rosmarinifolia",1995,-36.501172
"Grevillea rosmarinifolia",1996,-37.38464
"Grevillea rosmarinifolia",1997,-36.7804393333333
"Grevillea rosmarinifolia",1998,-37.134565
"Grevillea rosmarinifolia",1999,-36.79947625
"Grevillea rosmarinifolia",2000,-35.938272
"Grevillea rosmarinifolia",2001,-36.827158
"Grevillea rosmarinifolia",2002,-37.463139375
"Grevillea rosmarinifolia",2003,-37.1858090909091
"Grevillea rosmarinifolia",2004,-37.9088085714286
"Grevillea rosmarinifolia",2005,-37.3628311111111
"Grevillea rosmarinifolia",2006,-37.360505
"Grevillea rosmarinifolia",2007,-37.2472484615385
"Grevillea rosmarinifolia",2008,-37.6852570588235
"Grevillea rosmarinifolia",2009,-37.7035944
"Grevillea rosmarinifolia",2010,-37.3677138888889
"Grevillea rosmarinifolia",2011,-37.5126156578947
"Grevillea rosmarinifolia",2012,-37.5977321052632
"Grevillea rosmarinifolia",2013,-38.178625
"Grevillea rosmarinifolia",2014,-37.5474875394737
"Grevillea rosmarinifolia",2015,-37.6997367325581
"Grevillea rosmarinifolia",2016,-37.6080083333333
"Grevillea rosmarinifolia",2017,-37.0572669565217
"Grevillea rosmarinifolia",2018,-37.6226383333333
"Grevillea rosmarinifolia",2020,-35.65596
"Imperata cylindrica",1972,-36.141735
"Imperata cylindrica",1973,-30.955270625
"Imperata cylindrica",1974,-38.6445125
"Imperata cylindrica",1975,-34.4211663333333
"Imperata cylindrica",1976,-35.5929833333333
"Imperata cylindrica",1977,-32.8413583333333
"Imperata cylindrica",1978,-38.0832354054054
"Imperata cylindrica",1979,-37.7941394871795
"Imperata cylindrica",1980,-37.7575370769231
"Imperata cylindrica",1981,-37.238586
"Imperata cylindrica",1982,-37.9706633333333
"Imperata cylindrica",1983,-36.3826248125
"Imperata cylindrica",1984,-37.8840533333333
"Imperata cylindrica",1985,-37.987595
"Imperata cylindrica",1986,-37.7059257142857
"Imperata cylindrica",1987,-36.648095
"Imperata cylindrica",1988,-33.001209
"Imperata cylindrica",1989,-37.855555625
"Imperata cylindrica",1990,-36.6110892068966
"Imperata cylindrica",1991,-37.7954927272727
"Imperata cylindrica",1992,-37.839333125
"Imperata cylindrica",1993,-36.6789788
"Imperata cylindrica",1994,-38.3447925
"Imperata cylindrica",1995,-36.8048254324324
"Imperata cylindrica",1996,-38.1494382222222
"Imperata cylindrica",1997,-37.9827785714286
"Imperata cylindrica",1998,-38.1201192857143
"Imperata cylindrica",1999,-37.18019015
"Imperata cylindrica",2000,-38.1434289655172
"Imperata cylindrica",2001,-37.6801638064516
"Imperata cylindrica",2002,-36.1963349090909
"Imperata cylindrica",2003,-34.9341476428571
"Imperata cylindrica",2004,-36.7374779230769
"Imperata cylindrica",2005,-37.05543095
"Imperata cylindrica",2006,-37.7945185238095
"Imperata cylindrica",2007,-37.9484292666667
"Imperata cylindrica",2008,-38.1758246666667
"Imperata cylindrica",2009,-36.69634375
"Imperata cylindrica",2010,-37.3142938181818
"Imperata cylindrica",2011,-36.1469814074074
"Imperata cylindrica",2012,-36.8484994285714
"Imperata cylindrica",2013,-32.538481
"Imperata cylindrica",2014,-31.7864594444444
"Imperata cylindrica",2015,-34.2587006666667
"Imperata cylindrica",2016,-34.8845417272727
"Imperata cylindrica",2017,-37.5608914285714
"Imperata cylindrica",2018,-37.87488775
"Imperata cylindrica",2019,-37.85244
"Justicia adscendens",1973,-24.1534063333333
"Justicia adscendens",1974,-21.4311381666667
"Justicia adscendens",1975,-20.4931251666667
"Justicia adscendens",1976,-29.087355
"Justicia adscendens",1977,-21.956776
"Justicia adscendens",1978,-25.699722
"Justicia adscendens",1981,-21.173449
"Justicia adscendens",1982,-27.315601
"Justicia adscendens",1983,-18.8265516551724
"Justicia adscendens",1984,-19.8692511428571
"Justicia adscendens",1985,-21.86071925
"Justicia adscendens",1986,-24.2384
"Justicia adscendens",1987,-20.981485
"Justicia adscendens",1988,-25.7800338
"Justicia adscendens",1989,-23.2313384
"Justicia adscendens",1990,-17.759527375
"Justicia adscendens",1991,-18.55124
"Justicia adscendens",1992,-17.7044495
"Justicia adscendens",1993,-20.2819992352941
"Justicia adscendens",1994,-21.5460188333333
"Justicia adscendens",1995,-22.1308879545455
"Justicia adscendens",1996,-20.8891237857143
"Justicia adscendens",1997,-21.5893021111111
"Justicia adscendens",1998,-20.6753615294118
"Justicia adscendens",1999,-21.9747455
"Justicia adscendens",2000,-20.7988493636364
"Justicia adscendens",2001,-21.890183375
"Justicia adscendens",2002,-20.760992625
"Justicia adscendens",2003,-21.4455166875
"Justicia adscendens",2004,-19.9218428571429
"Justicia adscendens",2005,-20.9301797619048
"Justicia adscendens",2006,-20.3305976428571
"Justicia adscendens",2007,-17.480861625
"Justicia adscendens",2008,-25.56710725
"Justicia adscendens",2009,-22.0112404285714
"Justicia adscendens",2010,-23.28014975
"Justicia adscendens",2011,-22.4386041428571
"Justicia adscendens",2012,-21.5659749285714
"Justicia adscendens",2013,-23.0133699090909
"Justicia adscendens",2014,-17.2043421428571
"Justicia adscendens",2015,-24.2312092307692
"Justicia adscendens",2017,-15.258492
"Justicia adscendens",2018,-30.94067
"Justicia adscendens",2020,-31.68914
"Justicia adscendens",2021,-23.237222
"Kennedia rubicunda",1972,-30.9
"Kennedia rubicunda",1973,-31.7475
"Kennedia rubicunda",1975,-17.173467
"Kennedia rubicunda",1976,-35.49486
"Kennedia rubicunda",1977,-37.2515283333333
"Kennedia rubicunda",1978,-37.456934375
"Kennedia rubicunda",1979,-37.6065908888889
"Kennedia rubicunda",1980,-37.5290906315789
"Kennedia rubicunda",1981,-34.6
"Kennedia rubicunda",1982,-31.0376825
"Kennedia rubicunda",1983,-37.5979371428571
"Kennedia rubicunda",1984,-37.3401314285714
"Kennedia rubicunda",1985,-37.3877578571429
"Kennedia rubicunda",1986,-37.26850711
"Kennedia rubicunda",1987,-37.4536430769231
"Kennedia rubicunda",1988,-37.5321792307692
"Kennedia rubicunda",1989,-37.3702750684932
"Kennedia rubicunda",1990,-36.795083
"Kennedia rubicunda",1991,-37.5031116955017
"Kennedia rubicunda",1992,-37.2127826484375
"Kennedia rubicunda",1993,-37.4686558602151
"Kennedia rubicunda",1994,-37.1964765671642
"Kennedia rubicunda",1995,-37.5751378571429
"Kennedia rubicunda",1996,-38.0556675
"Kennedia rubicunda",1997,-35.501815
"Kennedia rubicunda",1998,-34.3055255555556
"Kennedia rubicunda",1999,-33.0329633333333
"Kennedia rubicunda",2000,-27.0974325
"Kennedia rubicunda",2001,-37.7567766666667
"Kennedia rubicunda",2002,-35.58335
"Kennedia rubicunda",2003,-35.3224066666667
"Kennedia rubicunda",2004,-34.8461232
"Kennedia rubicunda",2005,-27.451725
"Kennedia rubicunda",2006,-35.1840077142857
"Kennedia rubicunda",2007,-37.66861
"Kennedia rubicunda",2008,-32.98888475
"Kennedia rubicunda",2009,-37.6930566666667
"Kennedia rubicunda",2010,-37.8345
"Kennedia rubicunda",2011,-37.3686590851064
"Kennedia rubicunda",2012,-35.8797588125
"Kennedia rubicunda",2013,-24.945111
"Kennedia rubicunda",2015,-33.2679403333333
"Kennedia rubicunda",2016,-37.54972
"Kennedia rubicunda",2017,-37.58847
"Kennedia rubicunda",2019,-37.638509
"Kennedia rubicunda",2020,-35.677425
"Kunzea ambigua",1973,-38.2732
"Kunzea ambigua",1976,-36.468195
"Kunzea ambigua",1977,-33.875
"Kunzea ambigua",1978,-39.12472
"Kunzea ambigua",1979,-37.5658133333333
"Kunzea ambigua",1980,-37.5040228571429
"Kunzea ambigua",1981,-39.66
"Kunzea ambigua",1982,-34.93
"Kunzea ambigua",1983,-38.0973085714286
"Kunzea ambigua",1984,-37.35228
"Kunzea ambigua",1985,-37.21542
"Kunzea ambigua",1987,-35.584225
"Kunzea ambigua",1988,-37.3836311111111
"Kunzea ambigua",1989,-38.7985975
"Kunzea ambigua",1990,-35.02629
"Kunzea ambigua",1991,-37.41863125
