"species","stateProvince","decimalLatitude","decimalLongitude"
"Owenia acidula","South Australia",-26.5,140.63
"Scaevola sericea","Northern Territory",-12.8,136.48
"Bauera capitata","New South Wales",-29.58,153.32
"Lomandra leucocephala","New South Wales",-33.82,147.25
"Atriplex velutinella","New South Wales",-32.73,142.17
"Eucalyptus crebra","Queensland",-28,150.37
"Hibiscus tozerensis","Queensland",-12.72,143.2
"Micrantheum ericoides","New South Wales",-34.0486,150.8936
"Eucalyptus microcorys","Queensland",-25.53,153.03
"Argyrotegium nitidulum","New South Wales",-36.47,148.72
"Grevillea baueri","New South Wales",-35.6831,149.5539
"Acacia obtusata","New South Wales",-33.7,150.37
"Corymbia jacobsiana","Northern Territory",-13,135.5
"Rytidosperma caespitosum","New South Wales",-35.9,147
"Acacia helicophylla","Northern Territory",-14.17,132.17
"Acacia hyaloneura","Queensland",-20.67,145.17
"Sclerolaena tricuspis","New South Wales",-34.35,144.27
"Goodenia triodiophila","Northern Territory",-24.75,129.1
"Pandanus cookii","Queensland",-13.9,143.22
"Scaevola humilis","New South Wales",-33.85,146.27
"Corymbia setosa","Northern Territory",-17.5,133.5
"Lobelia darlingensis","New South Wales",-29.28,143.47
"Xerochrysum viscosum","New South Wales",-33.23,148.97
"Gunniopsis quadrifida","South Australia",-29.25,137.88
"Antidesma erostre","Queensland",-17.5,145.5
"Senecio linearifolius","New South Wales",-36.27,148.33
"Poa sieberiana","Australian Capital Territory",-35.25,149.12
"Lachnagrostis filiformis","New South Wales",-32.45,142.38
"Goodenia hederacea","Australian Capital Territory",-35.27,149.17
"Philotheca reichenbachii","New South Wales",-34.068551,151.080871
"Caleana major","New South Wales",-35.15,150.27
"Eucalyptus acmenoides","Queensland",-25.27,151.68
"Grevillea mucronulata","New South Wales",-33.65,150.78
"Senecio runcinifolius","New South Wales",-34.35,144.27
"Acacia lineolata","Western Australia",-30.38,116.67
"Persoonia mollis","New South Wales",-34.87,150.58
"Poa sieberiana","New South Wales",-35.77,146.82
"Eucalyptus tetrapleura","New South Wales",-29.9,153.0625
"Senecio linearifolius","Tasmania",-42.9,147.23
"Pimelea octophylla","South Australia",-35.58,138.55
"Dapsilanthus elatior","Northern Territory",-11.18,136.73
"Leionema elatius","New South Wales",-28.38,153.27
"Eucalyptus crebra","Queensland",-18.33,143.75
"Jasminum didymum","New South Wales",-29.13,149.47
"Rumex conglomeratus","South Australia",-35.45,138.58
"Xanthosia pilosa","New South Wales",-32.4906,152.3183
"Swainsona burkittii","New South Wales",-33.23,145.85
"Cyperus exaltatus","New South Wales",-33.85,151.07
"Pultenaea villosa","New South Wales",-29.15,153.45
"Solanum rixosum","New South Wales",-28.5,152.75
"Jacksonia stackhousei","New South Wales",-29.15,153.45
"Solanum inaequilaterum","Queensland",-28.3083,152.925
"Acacia ammobia","Northern Territory",-25.35,131.38
"Eriocaulon scariosum","Queensland",-23.8,149.1
"Hibbertia fasciculata","New South Wales",-33.72,150.48
"Lateristachys lateralis","New South Wales",-29.13,153.42
"Acacia rubida","Australian Capital Territory",-35.47,149.13
"Leucochrysum alpinum","New South Wales",-35.88,148.45
"Acacia triptera","Victoria",-36.33,146.22
"Tricostularia undulata","Northern Territory",-12.78,136.37
"Fimbristylis dichotoma","Queensland",-27.58,152.93
"Polyscias sambucifolia","New South Wales",-35.5333,149.9667
"Eucalyptus crebra","Queensland",-18.25,144.75
"Xerochrysum bracteatum","New South Wales",-29.15,153.45
"Austrocallerya megasperma","New South Wales",-28.38,153.3
"Acacia alleniana","Northern Territory",-12.33,133.22
"Dendrobium moorei","New South Wales",-31.58,159.08
"Botryococcus braunii","New South Wales",-35.43,149.8
"Atriplex leptocarpa","New South Wales",-34.05,141.27
"Eucalyptus acmenoides","Queensland",-17.27,145.47
"Sclerolaena ventricosa","New South Wales",-31.07,141.73
"Acacia alleniana","Northern Territory",-12.57,133
"Conospermum taxifolium","New South Wales",-34.12,151.08
"Verticordia cunninghamii","Northern Territory",-16.67,137.17
"Eucalyptus tardecidens","Queensland",-16.55,145.15
"Rytidosperma australe","New South Wales",-36.38,148.37
"Burchardia umbellata","Victoria",-37.6672,145.8997
"Eucalyptus perriniana","New South Wales",-36.5,148.27
"Myosotis australis","New South Wales",-33.55,150.42
"Acacia implexa","New South Wales",-32.68,149.12
"Acacia dawsonii","New South Wales",-32,149.98
"Eucalyptus crebra","Queensland",-14.75,144.83
"Dodonaea petiolaris","New South Wales",-29,144.67
"Pteris tremula","New South Wales",-35.72,149.97
"Panicum lachnophyllum","Queensland",-28.3083,152.925
"Setaria surgens","Queensland",-24.58,152.08
"Cycas angulata","Northern Territory",-16.17,136.83
"Schizaea bifida","New South Wales",-29.15,153.45
"Juncus planifolius","New South Wales",-35.72,149.97
"Cassytha pubescens","New South Wales",-29.1,153.43
"Juncus radula","Western Australia",-31.27,116.88
"Eucalyptus pulverulenta","New South Wales",-33.55,150.07
"Atriplex fissivalvis","South Australia",-26.18,140.42
"Poa costiniana","New South Wales",-36.45,148.28
"Philotheca hispidula","New South Wales",-33.55,150.42
"Daviesia latifolia","New South Wales",-35.75,148
"Swainsona galegifolia","New South Wales",-28.37,152.67
"Pimelea ligustrina","New South Wales",-33.95,149.97
"Acacia orites","New South Wales",-28.58,153.33
"Amyema pendula","Victoria",-37.4,142.23
"Allocasuarina nana","New South Wales",-33.57,150.28
"Fimbristylis ovata","New South Wales",-31.43,151.93
"Conospermum taxifolium","New South Wales",-35.18,150.15
"Glycine microphylla","New South Wales",-33.7,151.1
"Dryopoa dives","New South Wales",-35.2,150.22
"Cynodon dactylon","Queensland",-23.53,148.17
"Acacia subtilinervis","New South Wales",-34.93,150.43
"Poa sieberiana","Australian Capital Territory",-35.53,148.92
"Tetratheca rubioides","New South Wales",-33.67,150.23
"Tecticornia triandra","New South Wales",-34.12,141.55
"Lygodium microphyllum","Northern Territory",-12.78,133.35
"Archontophoenix alexandrae","Queensland",-16.18,145.43
"Setaria constricta","Queensland",-23.53,148.2
"Eclipta prostrata","New South Wales",-28.22,153.55
"Callistemon pityoides","New South Wales",-29.22,151.68
"Austrocallerya megasperma","New South Wales",-28.62,153.43
"Acacia conjunctifolia","Northern Territory",-16.33,137.15
"Trachyloma planifolium","New South Wales",-34.15,151.03
"Eucalyptus conica","New South Wales",-32.73,147.97
"Eragrostis brownii","Queensland",-23.67,148.08
"Dicranoloma dicarpum","New South Wales",-28.48,152.78
"Teucrium junceum","New South Wales",-32.02,150.75
"Microtis unifolia","New South Wales",-29.1,153.43
"Acacia harpophylla","Queensland",-28.37,147.03
"Acacia iteaphylla","South Australia",-32.25,135.25
"Lomatia arborescens","New South Wales",-32.15,151.38
"Coronidium lanuginosum","Queensland",-19.12,145.92
"Brachyscome spathulata","New South Wales",-36.43,148.27
"Setaria constricta","New South Wales",-33.2,143.67
"Juncus continuus","Queensland",-23.87,149.23
"Goodia pubescens","Victoria",-37.5767,145.9078
"Machaerina planifolia","New South Wales",-29.27,151.68
"Eucalyptus chlorophylla","Queensland",-17.28,144.58
"Pellaea muelleri","Queensland",-15.58,145.18
"Glycine tabacina","New South Wales",-33.47,145.52
"Sporobolus mitchellii","New South Wales",-32.72,142.07
"Sarcochilus falcatus","New South Wales",-28.47,152.53
"Grevillea montana","New South Wales",-32.7,150.97
"Aristida warburgii","New South Wales",-35.12,150.35
"Cymbopogon ambiguus","Western Australia",-25.98,113.15
"Drimys xerophila","New South Wales",-36.3719,148.4703
"Acacia venulosa","New South Wales",-29.32,151.7
"Grevillea rosmarinifolia","New South Wales",-33.73,151
"Acacia torulosa","Northern Territory",-13.47,134.53
"Crowea saligna","New South Wales",-34.07,151.07
"Prostanthera aspalathoides","New South Wales",-33.87,146.42
"Sprengelia monticola","New South Wales",-33.73,150.37
"Scaevola depauperata","Queensland",-25.6,139.75
"Arthropodium milleflorum","New South Wales",-33.58,151.32
"Hibbertia empetrifolia","New South Wales",-33.5867,151.2828
"Grevillea mucronulata","New South Wales",-34.07,151.07
"Sclerolaena muricata","New South Wales",-34.38,145.03
"Acacia purpureopetala","Queensland",-17.42,145.2
"Disphyma clavellatum","New South Wales",-34.35,144.27
"Tetratheca thymifolia","New South Wales",-30.92,153.05
"Oxylobium cordifolium","New South Wales",-35.6831,149.5539
"Oreobolus oxycarpus","New South Wales",-32,151.47
"Solanum ditrichum","New South Wales",-28.5083,152.7583
"Cycas arnhemica","Northern Territory",-12.85,135.03
"Solanum stelligerum","Queensland",-17.67,145.87
"Blandfordia cunninghamii","New South Wales",-33.73,150.37
"Daviesia latifolia","New South Wales",-29.32,151.7
"Tetratheca thymifolia","New South Wales",-34.62,150.47
"Duma florulenta","New South Wales",-34.35,144.27
"Bursaria spinosa","New South Wales",-35.73,149.28
"Plantago glacialis","New South Wales",-36.4583,148.2917
"Schoenus calyptratus","New South Wales",-36.378576,148.350935
"Eupomatia bennettii","New South Wales",-28.35,152.7
"Exocarpos strictus","Victoria",-35.6553,144.1225
"Leptospermum rotundifolium","New South Wales",-34.9136,150.4175
"Corymbia chartacea","Northern Territory",-12.13,132.92
"Acacia dealbata","New South Wales",-33.83,149.33
"Harpullia alata","New South Wales",-28.4,153.27
"Atriplex holocarpa","South Australia",-30.07,138.27
"Cyperus leptocarpus","Northern Territory",-20.48,134.78
"Craspedia aurantia","New South Wales",-36.4583,148.2917
"Rutidosis helichrysoides","New South Wales",-29.55,143.25
"Xyris ustulata","New South Wales",-33.63,150.32
"Austrosteenisia blackii","New South Wales",-32,151.93
"Leionema elatius","New South Wales",-28.4,153.27
"Hibbertia saligna","New South Wales",-33.5,150.4
"Lysiana subfalcata","New South Wales",-29.13,146.77
"Gleichenia dicarpa","Queensland",-23.87,149.23
"Wahlenbergia gracilenta","South Australia",-31.97,134.85
"Acacia aulacocarpa","Queensland",-19.08,146.08
"Grevillea capitellata","New South Wales",-34.12,151.07
"Epaltes cunninghamii","Queensland",-25.83,140.5
"Conospermum taxifolium","New South Wales",-34.08,151.03
"Chenopodium spinescens","New South Wales",-29.13,149.47
"Hydriastele wendlandiana","Queensland",-17.33,145.92
"Styphelia leptospermoides","New South Wales",-29.15,153.45
"Wahlenbergia gloriosa","New South Wales",-36.3,148.4
"Genoplesium simulans","New South Wales",-33.73,150.47
"Eucamptodon muelleri","New South Wales",-28.4,153.27
"Chloris truncata","New South Wales",-33.87,144.88
"Caesia parviflora","New South Wales",-33.58,151.32
"Poa fawcettiae","New South Wales",-36.45,148.28
"Cryptandra amara","Australian Capital Territory",-35.52,148.78
"Boronia algida","New South Wales",-35.12,150.13
"Syzygium alliiligneum","Queensland",-17.5917,145.8417
"Beyeria cinerea","Western Australia",-26.08,113.2
"Platysace lanceolata","New South Wales",-33.6,150.33
"Grevillea sericea","New South Wales",-33.3647,150.6014
"Bossiaea carinalis","Queensland",-23.75,149.03
"Atriplex lindleyi","New South Wales",-29.85,146.07
"Cyperus trinervis","New South Wales",-33.78,150.87
"Eucalyptus porosa","South Australia",-34.22,135.38
"Setaria distans","Queensland",-27.5083,152.9917
"Acacia monticola","Western Australia",-19.67,128
"Hylandia dockrillii","Queensland",-17.33,145.75
"Eucalyptus burgessiana","New South Wales",-35.05,150.8
"Eucalyptus melliodora","New South Wales",-33.4,149.53
"Ptilotus nobilis","New South Wales",-34.35,142.97
"Coprosma quadrifida","New South Wales",-30.5,152.27
"Ourisia integrifolia","Tasmania",-42.9,147.22
"Eucalyptus baeuerlenii","New South Wales",-35.55,149.8083
"Epaltes cunninghamii","New South Wales",-29.27,143.13
"Parapolystichum microsorum","New South Wales",-28.47,152.53
"Arundinella nepalensis","Queensland",-25.5,148.67
"Tmesipteris ovata","New South Wales",-28.58,153.28
"Helicia lamingtoniana","Queensland",-17.57,145.75
"Trigonella suavissima","New South Wales",-33.2,142.27
"Dactyloctenium radulans","Queensland",-27.1,149.08
"Allocasuarina paludosa","Victoria",-38.8953,145.9214
"Dillwynia hispida","Victoria",-37.4,142.23
"Melaleuca thymifolia","New South Wales",-35.0478,150.1386
"Phyllanthus virgatus","Northern Territory",-20.48,134.78
"Schoenus apogon","Queensland",-23.8,149.08
"Syntrichia norvegica","New South Wales",-33.818558,150.020884
"Cyperus conicus","Northern Territory",-20.48,134.78
"Gompholobium virgatum","New South Wales",-30.92,153.05
"Correa glabra","South Australia",-35.22,139.15
"Asperula gunnii","New South Wales",-32,151.47
"Oldenlandia galioides","Northern Territory",-22.8,131.55
"Acacia confluens","South Australia",-30.22,139.37
"Veronica perfoliata","Australian Capital Territory",-35.27,149.1
"Westringia rigida","New South Wales",-34.1,141.92
"Zieria adenodonta","New South Wales",-28.38,153.27
"Eucalyptus consideniana","New South Wales",-34.93,150.4
"Stuartina muelleri","New South Wales",-30.48,146.87
"Bossiaea buxifolia","Australian Capital Territory",-35.3,149.12
"Acacia producta","Northern Territory",-13.18,133
"Acacia producta","Northern Territory",-13.25,133.2
"Acacia murrayana","New South Wales",-29.75,146.25
"Eucalyptus mitchelli","Victoria",-36.73,146.83
"Parsonsia ventricosa","New South Wales",-28.55,153.27
"Carex gaudichaudiana","New South Wales",-36.3586,148.4867
"Hibbertia obtusifolia","New South Wales",-33.33,148.98
"Ehrharta stipoides","Queensland",-28.3083,152.925
"Acacia sublanata","Northern Territory",-12.78,133.35
"Streptoglossa liatroides","Northern Territory",-23.07,137.65
"Acacia cremiflora","New South Wales",-33.08,149.2
"Helichrysum luteoalbum","New South Wales",-32.67,142.07
"Bertya oleifolia","New South Wales",-32.7,151.02
"Erechtites quadridentata","New South Wales",-31.57,142.6
"Galium gaudichaudii","Victoria",-37.25,146.8
"Juncus flavidus","New South Wales",-33.73,144.92
"Eucalyptus grandis","Queensland",-26.23,152.78
"Pleioluma queenslandica","New South Wales",-28.53,153.53
"Colaconema caespitosum","South Australia",-35.57,138.63
"Asplenium flaccidum","New South Wales",-35.15,150.28
"Eclipta platyglossa","Northern Territory",-14.87,135.73
"Acacia neriifolia","New South Wales",-31.35,149.83
"Solanum ditrichum","New South Wales",-28.5083,152.7583
"Acianthus fornicatus","New South Wales",-35.32,150.45
"Wahlenbergia gracilis","New South Wales",-33.58,151.32
"Hibbertia obtusifolia","New South Wales",-33.33,149.32
"Glycine tomentella","Queensland",-23.8,149.13
"Plantago muelleri","New South Wales",-36.395,148.355
"Stellaria pungens","Victoria",-37.3486,146.2192
"Acacia leptocarpa","Northern Territory",-12.8,136.48
"Acacia victoriae","New South Wales",-32.38,142.4
"Caustis flexuosa","Queensland",-23.75,149.03
"Leptospermum trinervium","New South Wales",-29.1,153.43
"Zornia dyctiocarpa","New South Wales",-34.1,150.75
"Acacia rhigiophylla","New South Wales",-33.8822,147.0267
"Hibbertia woronorana","New South Wales",-34.05,150.98
"Dodonaea microzyga","Northern Territory",-23.02,134.53
"Grevillea angulata","Northern Territory",-12.33,133.22
"Plantago hispida","New South Wales",-34.07,151.15
"Pultenaea paleacea","New South Wales",-33.17,151.48
"Eucalyptus triflora","New South Wales",-35.25,150.18
"Acacia jennerae","Northern Territory",-22.77,131
"Grevillea dryandri","Northern Territory",-12.75,136.08
"Eragrostis setifolia","New South Wales",-33.75,142.1
"Alyxia ruscifolia","New South Wales",-30.73,151.98
"Blumea integrifolia","Northern Territory",-12.53,132.9
"Acacia buxifolia","New South Wales",-33.48,150.17
"Atriplex velutinella","South Australia",-29.1,138.25
"Brachyscome ciliaris","New South Wales",-30.48,146.87
"Pogonatum neesii","New South Wales",-28.4,153.27
"Hibbertia procumbens","New South Wales",-33.35,151.15
"Hovea rosmarinifolia","New South Wales",-36.68,148.23
"Corymbia ferruginea","Northern Territory",-12.75,135.92
"Poa costiniana","New South Wales",-36.43,148.3
"Plantago hedleyi","New South Wales",-31.57,159.07
"Logania albiflora","Queensland",-23.92,149.08
"Grevillea pungens","Northern Territory",-12.88,135.17
"Plantago cunninghamii","New South Wales",-34.37,144.27
"Schoenus subaphyllus","New South Wales",-29.17,146.32
"Erechtites hispidula","New South Wales",-34.08,151.17
"Poa sieberiana","Australian Capital Territory",-35.22,149.08
"Podolepis jaceoides","New South Wales",-36.77,148.13
"Bauera rubioides","New South Wales",-34.13,151.02
"Lithotoma axillaris","New South Wales",-33.4,147.33
"Vittadinia cuneata","New South Wales",-33.58,151.32
"Eucalyptus macrorhyncha","New South Wales",-33.18,150.02
"Dillwynia retorta","Victoria",-37.6672,145.8997
"Brachypterum involutum","New South Wales",-28.72,153.33
"Acacia leucolobia","New South Wales",-33.08,149.18
"Chiloglottis reflexa","New South Wales",-34.93,150.4
"Glycine tomentella","Northern Territory",-13.25,131.12
"Enneapogon avenaceus","New South Wales",-34.32,143.1
"Acacia carneorum","South Australia",-31.02,139.73
"Dillwynia phylicoides","New South Wales",-30.67,151.98
"Rhodanthe corymbiflora","New South Wales",-34.57,143.92
"Atriplex muelleri","New South Wales",-29.85,146.07
"Hibbertia monogyna","New South Wales",-34.08,151.05
"Leucopogon microphyllus","New South Wales",-34.9,150.58
"Acacia monticola","Western Australia",-19.67,128
"Chrysocephalum apiculatum","South Australia",-30.2992,139.3056
"Corymbia gummifera","New South Wales",-34.87,150.58
"Cyperus leptocarpus","Northern Territory",-22.43,130.7
"Decaisnina signata","Northern Territory",-14.9,135.73
"Atriplex muelleri","New South Wales",-29.32,145.83
"Notothixos subaureus","New South Wales",-30.07,153.18
"Acacia obtusata","New South Wales",-33.7,150.37
"Leucochrysum albicans","New South Wales",-29.97,146.87
"Pimelea flava","New South Wales",-33.85,146.27
"Solanum limitare","New South Wales",-28.35,152.7
"Amphibromus nervosus","New South Wales",-33.48,144.9
"Eucalyptus nova-anglica","New South Wales",-28.75,152.08
"Poa sieberiana","Australian Capital Territory",-35.22,149.08
"Grevillea parallela","Northern Territory",-13.83,134.42
"Livistona inermis","Northern Territory",-14.87,135.73
"Claoxylon tenerifolium","Queensland",-18.25,144.75
"Persoonia myrtilloides","New South Wales",-32.8258,150.3503
"Xerochrysum bracteatum","New South Wales",-31.42,152.92
"Indigofera australis","New South Wales",-33.5956,150.4158
"Acacia colletioides","New South Wales",-31.47,143.22
"Leptospermum arachnoides","New South Wales",-35.0478,150.1386
"Acacia whitei","Queensland",-19.08,146.08
"Pimelea linifolia","New South Wales",-30.62,151.95
"Lysiana subfalcata","New South Wales",-29.13,146.77
"Yakirra australiensis","South Australia",-27.33,140.67
"Acacia asperulacea","Queensland",-19.53,139.37
"Thysanotus chinensis","Northern Territory",-16.17,136.33
"Cyperus flaccidus","New South Wales",-33.73,150.5
"Atriplex leptocarpa","New South Wales",-34.38,145.03
"Clematis decipiens","New South Wales",-31.05,151.77
"Eucalyptus oblonga","New South Wales",-33.73,150.5
"Wahlenbergia gracilis","New South Wales",-33.88,151.18
"Schizaea bifida","New South Wales",-29.12,153.45
"Canavalia rosea","Northern Territory",-12.8,136.48
"Acacia leptostachya","Queensland",-20.85,144.2
"Poa fawcettiae","New South Wales",-36.42,148.42
"Atriplex muelleri","New South Wales",-29.13,149.47
"Leptosema bossiaeoides","Northern Territory",-14.875,135.775
"Pultenaea maritima","New South Wales",-30.37,153.1
"Astelia alpina","New South Wales",-36.45,148.32
"Atriplex stipitata","New South Wales",-32.87,143.87
"Acacia undulifolia","New South Wales",-33.38,150.98
"Viscum articulatum","New South Wales",-30.07,153.18
"Cycas arnhemica","Northern Territory",-12.85,135.03
"Lagenophora stipitata","New South Wales",-35.72,149.93
"Atriplex limbata","New South Wales",-29.32,144.7
"Calochlaena dubia","New South Wales",-36.35,148.17
"Fagraea berteroana","Queensland",-12.75,143.25
"Corymbia jacobsiana","Northern Territory",-13.03,134.25
"Archontophoenix alexandrae","Queensland",-16.5,145.25
"Ptilotus obovatus","New South Wales",-31.27,141.4
"Pimelea linifolia","New South Wales",-35.7356,150.1694
"Pimelea octophylla","Victoria",-37.4264,142.4558
"Croton capitis-york","Queensland",-12.75,143.25
"Olearia megalophylla","New South Wales",-35.52,149.53
"Grevillea rosmarinifolia","New South Wales",-36.1286,148.6311
"Maireana decalvans","New South Wales",-29.13,149.47
"Eucalyptus herbertiana","Northern Territory",-13.07,134.25
"Phyllanthus virgatus","Northern Territory",-12.9,135.47
"Rhynchosia australis","Queensland",-26.13,149.97
"Eucalyptus albens","New South Wales",-31.22,148.87
"Nitraria billardierei","South Australia",-29.4,139.98
"Cassinia laevis","New South Wales",-35.28,145.92
"Hibbertia diffusa","New South Wales",-32.67,152.02
"Eucalyptus atrata","Queensland",-17.42,145.33
"Acacia chinchillensis","Queensland",-26.45,150.67
"Maireana appressa","New South Wales",-34.05,141.1
"Goodenia virgata","Northern Territory",-22.77,131.02
"Styphelia triflora","New South Wales",-33.08,149.18
"Pimelea glauca","New South Wales",-35.18,150.15
"Lateristachys lateralis","New South Wales",-29.15,153.42
"Eragrostis lacunaria","New South Wales",-33.2,143.67
"Talipariti tiliaceum","New South Wales",-28.53,153.53
"Drimys insipida","New South Wales",-28.47,152.53
"Senna artemisioides","New South Wales",-29.2822,143.4758
"Eupomatia bennettii","New South Wales",-28.65,153.33
"Acacia nanodealbata","Victoria",-37.65,145.53
"Rytidosperma caespitosum","Victoria",-35.58,142.85
"Tricostularia undulata","Northern Territory",-12.92,135.27
"Asperula gemella","New South Wales",-33.67,144.8
"Eucalyptus crebra","Queensland",-16.93,145.53
"Schizaea dichotoma","New South Wales",-29.12,153.45
"Daviesia alata","New South Wales",-33.5,150.37
"Sporadanthus interruptus","New South Wales",-29.15,153.42
"Maireana pyramidata","New South Wales",-31.07,141.6836
"Dawsonia longiseta","New South Wales",-34.15,151.03
"Atriplex nummularia","New South Wales",-34.35,144.27
"Corymbia zygophylla","Western Australia",-18,125.72
"Acacia salicina","South Australia",-28.6,138.7
"Bossiaea carinalis","Queensland",-23.75,149.03
"Craspedia haplorrhiza","New South Wales",-29.971944,146.846111
"Aglaomorpha quercifolia","Northern Territory",-11.18,136.7
"Acacia dealbata","Australian Capital Territory",-35.3,149.07
"Eucalyptus piperita","New South Wales",-34.92,150.4
"Acacia hylonoma","Queensland",-17,145.83
"Atriplex semibaccata","New South Wales",-29.13,149.47
"Polyscias sambucifolia","New South Wales",-35.15,150.28
"Corymbia eremaea","Northern Territory",-23.7453,133.8814
"Poa sieberiana","Australian Capital Territory",-35.22,149.08
"Acacia producta","Northern Territory",-12.85,135.08
"Darwinia biflora","New South Wales",-33.742122,151.0882
"Tricoryne elatior","New South Wales",-33.58,151.32
"Chenopodium desertorum","New South Wales",-33.88,146.07
"Eucalyptus acmenoides","Queensland",-23.87,149.23
"Hibbertia bracteata","New South Wales",-33.5867,151.2828
"Eucalyptus macrorhyncha","New South Wales",-34.42,149.83
"Trachymene incisa","New South Wales",-29.92,151.02
"Corymbia terminalis","New South Wales",-29.02,143.37
"Glossocardia bidens","South Australia",-34.17,140.77
"Polystichum formosum","New South Wales",-28.48,152.78
"Epilobium billardierianum","New South Wales",-36.42,148.52
"Eucalyptus tectifica","Northern Territory",-13.82,131.63
"Coronidium scorpioides","New South Wales",-35.53,149.53
"Azolla rubra","New South Wales",-31.1,152.83
"Isolepis inundata","New South Wales",-36.33,148.27
"Rytidosperma setaceum","New South Wales",-33.25,146.47
"Cleidion javanicum","Queensland",-12.83,143.33
"Eucalyptus fasciculosa","South Australia",-34.9,138.68
"Haemodorum planifolium","New South Wales",-34.6817,150.7178
"Eucalyptus fibrosa","Queensland",-25.33,148.67
"Acacia dawsonii","New South Wales",-33.12,149.95
"Microtis unifolia","New South Wales",-33.67,150.77
"Cassytha pubescens","South Australia",-34.8917,138.725
"Hakea lorea","Northern Territory",-12.82,134.33
"Sclerolaena convexula","New South Wales",-33.2,143.67
"Panicum pygmaeum","New South Wales",-28.5083,152.7583
"Ischaemum decumbens","Northern Territory",-14.2917,135.725
"Sclerolaena muricata","New South Wales",-29.13,149.47
"Acacia amoena","New South Wales",-36.5,148.17
"Dawsonia pulchra","New South Wales",-28.48,152.78
"Themeda quadrivalvis","Queensland",-17.17,145.57
"Leptospermum juniperinum","Victoria",-37.6206,145.2172
"Rytidosperma setaceum","Tasmania",-42.88,147.37
"Xerochrysum bracteatum","New South Wales",-30.9,153.08
"Brachyscome spathulata","New South Wales",-36.45,148.27
"Acacia rubida","Australian Capital Territory",-35.27,149.1
"Pupalia lappacea","Northern Territory",-12.18,136.72
"Aristida benthamii","New South Wales",-32.03,150.73
"Psychotria simmondsiana","New South Wales",-28.53,153.28
"Eucalyptus leptophleba","Queensland",-17.35,144.93
"Syzygium malaccense","Queensland",-15.17,145.08
"Eucalyptus chapmaniana","Victoria",-36.83,147.23
"Crotalaria calycina","Northern Territory",-12.6,136.53
"Eucalyptus platyphylla","Queensland",-15.75,145
"Acacia stipuligera","Western Australia",-19.67,127.92
"Arthrochilus prolixus","New South Wales",-29.1,153.43
"Enneapogon avenaceus","New South Wales",-32.67,143.13
"Goodenia fascicularis","New South Wales",-33.73,142.1
"Microcitrus australasica","New South Wales",-28.4,153.27
"Hymenophyllum australe","New South Wales",-34.65,150.3
"Atriplex eardleyae","New South Wales",-33.08,144.12
"Lachnagrostis aemula","Victoria",-37.6206,145.2172
"Pterostylis bryophila","New South Wales",-34.93,150.4
"Cyperus portae-tartari","Northern Territory",-12.07,133.73
"Callistemon flavovirens","New South Wales",-29.25,151.68
"Eucalyptus crebra","Queensland",-16.92,145.58
"Grevillea aspera","South Australia",-32.52,135.82
"Olearia pimeleoides","New South Wales",-34.35,142.97
"Ficinia nodosa","Tasmania",-42.8,147.92
"Corymbia chartacea","Northern Territory",-12.38,133.4
"Eriachne ciliata","Western Australia",-15.3,124.25
"Kennedia rubicunda","New South Wales",-30.9,153.08
"Triodia triaristata","Northern Territory",-23.45,134.38
"Zieria southwellii","New South Wales",-28.4,153.27
"Drimys insipida","New South Wales",-28.35,152.7
"Eucalyptus howittiana","Queensland",-18.92,144.57
"Corymbia citriodora","Queensland",-24.2,148.17
"Allocasuarina paludosa","New South Wales",-34.7,149.85
"Pellaea reynoldsii","South Australia",-30.33,139.37
"Acacia peuce","Queensland",-25.9,139.35
"Leptospermum juniperinum","New South Wales",-29.13,153.42
"Goodenia larapinta","Northern Territory",-22.28,131.28
"Dawsonia pulchra","New South Wales",-28.57,153.35
"Genoplesium filiforme","New South Wales",-34.0969,151.06
"Triodia scariosa","New South Wales",-34.1,141.92
"Piper caninum","Queensland",-16.13,145.43
"Leptorhynchos squamatus","Australian Capital Territory",-35.52,148.78
"Ludwigia octovalvis","New South Wales",-28.22,153.55
"Acacia cyperophylla","Northern Territory",-22.27,137.97
"Eucalyptus woollsiana","Queensland",-26.53,148.17
"Hemarthria uncinata","New South Wales",-33.72,150.48
"Eucalyptus micranthera","Western Australia",-33.92,122.5
"Goodenia rostrivalvis","New South Wales",-33.73,150.37
"Blumea integrifolia","Northern Territory",-12.07,133.77
"Carex hebes","New South Wales",-36.42,148.52
"Pittosporum ferrugineum","Northern Territory",-13.4917,132.6917
"Eucalyptus robertsonii","New South Wales",-33.13,149.13
"Eucalyptus carnea","Queensland",-27.53,153.08
"Lawrencia squamata","New South Wales",-34.22,142.97
"Excoecaria agallocha","New South Wales",-28.53,153.55
"Stemodia florulenta","South Australia",-29.4,139.98
"Dendrobium speciosum","New South Wales",-28.57,153.35
"Atriplex semibaccata","New South Wales",-29.13,149.47
"Casuarina pauper","South Australia",-32.38,135.97
"Aristida anthoxanthoides","Northern Territory",-22.37,137.93
"Lomandra multiflora","New South Wales",-33.58,151.32
"Platycerium superbum","New South Wales",-31.45,152.92
"Aristida benthamii","New South Wales",-32.95,150.72
"Brachyscome scapigera","New South Wales",-36.278576,148.380934
"Histiopteris incisa","New South Wales",-29.12,153.43
"Acacia ligulata","Western Australia",-28.62,115.37
"Urtica incisa","New South Wales",-33.55,150.42
"Sporobolus creber","New South Wales",-28.53,152
"Plantago debilis","New South Wales",-28.62,153
